ID,R0,R1,E1_0,E1_1,W1_0,W1_1,label
51,317.9435904,5725.739002,3.40E-05,0.886106037,9319.946211,28.96866327,H1
52,328.2503924,4022.72336,3.48E-05,0.881986484,5083.854946,22.16041084,H1
53,289.8863836,4484.030484,4.19E-05,0.883087012,7775.16407,26.82444089,H1
54,296.5570628,4449.465056,3.68E-05,0.89064307,7508.861607,21.01593967,H1
55,286.9350987,5069.542436,4.07E-05,0.900543125,9918.724443,23.4977424,H1
56,303.3678097,5697.233442,5.48E-06,0.936188501,3830.461555,20.55148667,I1
57,303.8842074,6321.497415,7.54E-06,0.855667074,0.012912614,3.46E-05,I1
58,333.4341522,6048.582554,1.87E-05,0.634928842,901.2689965,2.668669525,I1
59,302.5218845,3987.44545,3.35E-05,0.821486688,6042.717727,27.15211334,I1
60,288.4097584,4709.737126,3.04E-05,0.876677319,8327.463122,30.75392255,I1
61,278.9599595,3027.725086,3.98E-05,0.847278639,5214.198883,29.04038622,I1
62,296.1061655,4456.063287,4.01E-05,0.908499236,7221.553518,15.4215196,I1
63,296.3127367,4576.875812,4.26E-05,0.884673101,12239.19973,53.22051211,I1
64,296.0557151,4448.080862,4.00E-05,0.875991587,8606.345877,32.35466571,I1
65,314.1479292,4365.959112,6.54E-06,0.921895406,17823.85362,452.6079526,Z1
66,322.4874523,4656.748589,6.24E-06,0.921827167,4277.725879,23.68296012,Z1
67,306.0117508,5459.355247,3.42E-05,0.892995375,8611.291613,26.6783028,Z1
68,274.4944268,5702.041324,3.09E-05,0.88762716,9849.398401,29.46593302,Z1
69,270.9023887,6319.154992,2.89E-05,0.898089046,10227.50129,28.01855224,Z1
70,282.9852713,4060.924107,3.23E-05,0.88486639,6276.359218,22.90323247,Z1
71,273.5034971,6350.106615,4.01E-05,0.745454568,0.016597586,3.17E-05,Z1
72,288.9261708,4611.681911,3.42E-05,0.892041558,9307.890639,27.55890456,Z1
73,288.6211653,4716.175716,3.64E-05,0.87921111,8387.401073,24.40132095,Z1
74,291.7408434,4578.562296,3.59E-05,0.869519209,9348.109739,32.46251632,Z1
