ID,R0,R1,E1_0,E1_1,W1_0,W1_1,label
33,358.65768,4437.1855,2.35E-05,0.91099596,7116.981,27.797905,C1
34,348.68942,4429.0386,2.31E-05,0.907077,6951.0425,26.615648,C1
35,313.38754,4435.019,2.35E-05,0.9098568,6918.463,28.535992,C1
36,352.70377,4441.807,2.48E-05,0.90499693,7386.904,27.00861,H1
37,375.7488,4482.737,2.34E-05,0.9046891,7412.324,27.259632,H1
38,372.85297,4468.721,2.27E-05,0.9032945,7369.3853,27.816433,H1
39,354.46915,4439.5254,2.49E-05,0.9049626,7376.1094,27.00799,H1
40,378.83597,4461.8887,2.25E-05,0.9025042,7432.5083,27.639294,H1
41,353.94995,4458.8247,2.27E-05,0.9041191,7554.344,27.293262,H1
42,357.01288,4435.0474,2.50E-05,0.90482223,7358.709,27.013899,H1
43,337.61313,4503.5264,2.32E-05,0.90780705,7455.975,26.235275,I1
44,333.73218,4497.5474,2.30E-05,0.90776944,7474.1396,26.447876,I1
45,352.2301,4507.2,2.35E-05,0.9068063,7364.764,26.242823,I1
46,350.49786,4409.1504,2.39E-05,0.90730643,7904.964,27.029814,I1
47,342.892,4512.931,2.35E-05,0.90752035,7414.4414,26.060833,I1
48,370.36282,4450.986,2.41E-05,0.90759754,7682.5186,26.935438,I1
49,353.22827,4505.8286,2.35E-05,0.9068159,7370.9844,26.24853,I1
50,332.68393,4473.134,2.44E-05,0.8971042,6851.1562,26.370106,Z1
51,309.2874,4464.881,2.43E-05,0.896156,7004.699,26.715574,Z1
52,278.28445,4493.0986,2.35E-05,0.89088124,6317.8677,25.241068,Z1
53,336.51077,4437.2056,2.41E-05,0.8981292,6970.651,25.341272,Z1
54,304.08664,4478.6343,2.36E-05,0.89505047,6717.5723,25.786802,Z1
55,334.83655,4472.1143,2.43E-05,0.8974391,6749.7856,25.924587,Z1
56,319.86057,4483.9043,2.49E-05,0.8967486,7307.8545,25.228382,Z1
57,393.66425,4454.7197,2.36E-05,0.90983593,7724.686,25.290602,C0
58,395.09955,4458.988,2.38E-05,0.90971595,7702.5654,25.324358,C0
59,423.17865,4530.514,2.47E-05,0.90795064,7169.648,26.391558,C0
60,395.3977,4495.78,2.44E-05,0.90884185,7488.5254,25.731714,C0
61,395.28766,4490.875,2.43E-05,0.908996,7511.9863,25.672012,C0
62,406.1253,4519.8794,2.46E-05,0.9079209,7298.342,26.119396,C0
63,395.0349,4458.796,2.37E-05,0.9097214,7703.563,25.322838,C0
64,523.84863,4502.533,2.29E-05,0.9046236,6053.776,22.41283,H0
65,519.6736,4494.761,2.30E-05,0.90398407,6137.0034,22.527697,H0
66,534.2827,4501.9307,2.36E-05,0.90549976,6302.1978,22.875711,H0
67,537.991,4521.571,2.31E-05,0.9049574,5987.482,22.607283,H0
68,539.047,4669.7314,2.32E-05,0.91399986,5743.3306,20.815577,H0
69,511.2735,4483.8945,2.31E-05,0.90388155,6276.2124,22.612032,H0
70,511.76016,4489.5806,2.31E-05,0.9036346,6236.605,22.655485,H0
71,330.44904,4651.7534,2.59E-05,0.9056425,6359.0493,23.272635,I0
72,335.51602,4653.819,2.53E-05,0.903709,6406.669,23.510197,I0
73,346.34222,4657.376,2.50E-05,0.9072139,6657.644,23.443703,I0
74,323.61072,4658.068,2.58E-05,0.90679497,6346.4185,23.376556,I0
75,326.37057,4653.3354,2.54E-05,0.90654016,6650.897,23.623934,I0
76,341.7307,4658.075,2.56E-05,0.9028281,6339.337,23.463022,I0
77,348.90784,4658.252,2.51E-05,0.9068822,6685.468,23.559359,I0
78,612.8775,4409.8667,2.85E-05,0.8967522,6899.881,23.98171,Z0
79,638.50726,4384.5493,3.03E-05,0.89401644,6791.5303,23.622986,Z0
80,648.33545,4383.7373,3.04E-05,0.8935716,6729.9673,23.438421,Z0
81,606.26086,4401.3594,2.89E-05,0.8954312,6839.2695,23.66411,Z0
82,624.5623,4404.964,2.91E-05,0.8958461,6941.797,24.137411,Z0
83,622.5596,4402.0527,2.92E-05,0.8957216,6929.9004,24.079275,Z0
84,612.8274,4382.298,2.96E-05,0.89350796,6677.2705,23.829329,Z0
85,355.0737,4466.228,2.20E-05,0.908208,7083.4565,28.378248,C1
86,398.19556,4415.165,2.22E-05,0.909964,6958.507,27.967783,C1
87,349.78333,4470.673,2.20E-05,0.90797514,7010.559,28.37672,C1
88,387.07135,4444.819,2.30E-05,0.9084091,6941.6445,27.475101,C1
89,407.9795,4394.271,2.16E-05,0.91112137,7047.663,28.440517,C1
90,394.363,4337.306,2.00E-05,0.91491604,7043.6416,30.12356,C1
91,413.33582,4378.299,2.13E-05,0.9125757,7091.277,29.046255,C1
92,381.32535,4455.49,2.44E-05,0.9033052,7080.5464,26.415283,H1
93,297.86172,4528.599,2.09E-05,0.8979107,7525.749,26.968645,H1
94,408.13895,4487.254,2.36E-05,0.9040161,6985.311,27.246475,H1
95,324.8458,4512.449,2.17E-05,0.8994833,7394.148,27.209162,H1
96,335.14484,4507.339,2.19E-05,0.89989245,7351.718,27.29004,H1
97,344.5301,4500.9355,2.21E-05,0.90011126,7326.2886,27.336626,H1
98,391.9154,4512.3174,2.36E-05,0.9042061,7064.2227,26.909662,H1
99,361.11685,4487.231,2.33E-05,0.90627664,7491.9097,26.67143,I1
100,340.36072,4494.397,2.30E-05,0.9073629,7512.8384,26.706835,I1
101,343.54965,4471.2905,2.39E-05,0.9059861,7595.7197,27.821018,I1
102,358.4523,4491.441,2.36E-05,0.90605783,7474.5654,26.73647,I1
103,356.0903,4498.5176,2.41E-05,0.91208625,8190.914,27.989817,I1
104,355.6004,4485.92,2.38E-05,0.90536994,7484.343,27.199553,I1
105,356.45645,4498.076,2.41E-05,0.91192365,8180.3906,27.954048,I1
106,396.58374,4442.6196,2.31E-05,0.898809,7142.7134,26.5522,Z1
107,378.70325,4446.465,2.35E-05,0.8961032,6778.811,26.066744,Z1
108,384.3233,4443.423,2.35E-05,0.89741254,7120.6416,26.753523,Z1
109,379.81274,4451.024,2.34E-05,0.897504,7196.081,26.728247,Z1
110,379.16666,4449.872,2.40E-05,0.8962353,6770.9546,26.016405,Z1
111,381.8358,4451.284,2.34E-05,0.8973936,7219.869,26.768312,Z1
112,381.75693,4445.3467,2.35E-05,0.89731026,7126.042,26.798779,Z1
