ID,R0,R1,E1_0,E1_1,W1_0,W1_1,label
75,0.03768278,0.06832913,-0.03475929,0.010162763,0.06258021,0.20278582,I1
76,0.33744642,0.80207807,-0.8362992,-0.84079295,-0.16551416,1.6443365,I1
77,0.012463956,0.020145524,0.030510422,0.103837594,0.13025144,0.17582685,I1
78,0.23660022,0.83553046,-0.5987846,-0.7364856,-0.19046758,1.6837518,I1
79,0.04455298,0.19532956,-0.10016118,-0.1543062,0.03477715,0.43008196,I1
80,309.59497,1523.5222,168.10364,225.51208,371.77847,-10.248492,C0
81,182.3813,889.2534,99.54367,130.32887,215.51723,-7.06891,C0
82,208.40276,1014.87854,114.051765,148.72455,246.34018,-8.582612,C0
83,209.47206,1020.43036,115.51731,151.46896,251.88715,-9.711337,C0
84,313.03214,1526.2867,172.87988,226.87227,377.63507,-14.896459,C0
85,246.1528,1199.0382,136.05658,178.34872,296.977,-11.861064,C0
86,223.55528,1101.7323,120.57459,162.36832,266.65973,-6.196479,C0
87,581.56757,4140.576,59.02974,-142.72371,2934.4202,-208.94653,H0
88,614.90283,4380.2773,62.41267,-151.62221,3103.246,-216.99286,H0
89,665.66504,4733.658,67.4282,-163.59396,3354.736,-234.33557,H0
90,614.38794,4377.8467,62.382694,-151.56099,3101.3726,-216.97911,H0
91,567.1345,4036.0125,57.51187,-139.3367,2860.223,-201.84615,H0
92,827.2042,5894.162,84.00198,-204.06642,4175.5156,-291.13028,H0
93,879.59174,6267.08,88.96241,-218.31436,4438.2183,-300.52884,H0
94,331.3494,4204.997,94.10127,-160.52147,3518.9937,-174.01138,Z0
95,333.4859,4236.566,94.26113,-163.04623,3551.345,-176.65697,Z0
96,489.43582,6202.1304,134.62805,-239.3778,5193.9385,-258.3482,Z0
97,336.39877,4270.1006,96.531624,-163.1073,3577.0347,-176.81244,Z0
98,325.91324,4135.7886,95.47574,-156.87263,3464.0977,-170.22704,Z0
99,344.84308,4378.329,99.307556,-167.60434,3670.8374,-181.63396,Z0
100,479.32837,6067.117,136.58191,-230.89601,5076.8306,-249.52536,Z0
101,81.29119,7652.5254,214.70863,52.46118,2923.862,-464.34872,I0
102,101.9137,9352.968,263.17725,59.524746,3575.9058,-568.55975,I0
103,76.68336,7224.3193,202.69879,49.639156,2760.5063,-438.59952,I0
104,81.686386,7461.6353,210.10619,46.87698,2853.8625,-454.27603,I0
105,78.46865,6956.958,196.90024,39.484154,2666.714,-427.8506,I0
106,87.79322,8104.1816,228.11261,52.401382,3100.4963,-494.73853,I0
107,75.750984,6940.316,195.46718,43.96816,2655.473,-423.54938,I0
108,32.571075,5504.6177,-24.64771,-723.44073,10140.396,-640.8736,Z1
109,34.31597,5429.9736,-25.85179,-715.1256,9997.623,-625.11896,Z1
110,43.36121,7544.041,-34.69827,-992.0072,13901.513,-877.6353,Z1
111,32.45598,5497.743,-25.06941,-722.87897,10128.04,-639.04395,Z1
112,34.663807,5303.263,-24.630955,-698.1147,9761.159,-610.41956,Z1
113,34.480705,5164.0044,-22.823235,-678.9796,9502.618,-596.2649,Z1
114,36.064106,5620.921,-24.148085,-738.315,10347.178,-652.86334,Z1
